Sigla,Numero,Ano,Nome,Descricao,Apelido,Indexacao
PL,11947,2009,PL 11947/2009,Lei Ordinária,Lei da Alimentação Escolar,PROGRAMA DINHEIRO DIRETO NA ESCOLA (PDDE) - Alimentação escolar    PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE)    EDUCAÇÃO BÁSICA - Fundo Nacional de Desenvolvimento da Educação (FNDE) - Estado (ente federado) - Distrito Federal (Brasil) - Município - Assistência financeira    PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR (PNATE)    TRANSPORTE ESCOLAR    CONSELHO DE ALIMENTAÇÃO ESCOLAR (CAE) - Competência    PROFESSOR - Educação e formação profissional - Programa - Educação básica - Ensino à distância - Fundo Nacional de Desenvolvimento da Educação (FNDE) - Coordenação e Aperfeiçoamento de Pessoal de Nível Superior (Capes) - Bolsa de estudo - Pesquisa    AUXÍLIO DE AVALIAÇÃO EDUCACIONAL (AAE)    PROGRAMA NACIONAL DE EDUCAÇÃO NA REFORMA AGRÁRIA - Ministério do Desenvolvimento Agrário - Instituto Nacional de Colonização e Reforma Agrária (INCRA) - Criação    LEI DA ALIMENTAÇÃO ESCOLAR    
PL,11959,2009,PL 11959/2009,Lei Ordinária,Lei da Aquicultura e Pesca ,POLÍTICA NACIONAL DE DESENVOLVIMENTO SUSTENTÁVEL DA AQUICULTURA E DA PESCA - Criação    ATIVIDADE PESQUEIRA - Embarcação pesqueira - Fiscalização - Sanção    PESCADO - Pesca - Pescador - Pessoa física - Pessoa jurídica - Produtor rural - Aquicultura - Recursos pesqueiros - Acesso - Estímulo    LEI DA AQUICULTURA E PESCA
PL,11961,2009,PL 11961/2009,Lei Ordinária,Lei da Anistia Migratória ,ESTRANGEIRO - Residência provisória - Transitoriedade - Situação - Irregularidade - Requerimento - Concessão - Direitos - Deveres    IMIGRANTE - Permanência - País - Residência permanente - Regularização    LEI DA ANISTIA MIGRATÓRIA
PL,11977,2009,PL 11977/2009,Lei Ordinária,"Lei do Programa Minha Casa, Minha Vida","PROGRAMA MINHA CASA, MINHA VIDA (PMCMV) - Criação - Produção - Aquisição - Casa própria - Habitação de interesse social - Família - População de baixa renda - Remembramento - Proibição - Custas - Emolumento - Redução - Cartório - Subvenção econômica - Banco Nacional de Desenvolvimento Econômico e Social (BNDES)    IMÓVEL RESIDENCIAL - Interesse social    PROGRAMA NACIONAL DE HABITAÇÃO URBANA (PNHU) - Imóvel - Aquisição - Subsídio - Subvenção econômica     PROGRAMA NACIONAL DE HABITAÇÃO RURAL (PNHR) - Aquisição - Habitação - Agricultor - Trabalhador rural    UNIÃO FEDERAL - Transferência - Recursos financeiros - Fundo de Arrendamento Residencial (FAR) - Fundo de Desenvolvimento Social (FDS)    FUNDO GARANTIDOR DA HABITAÇÃO POPULAR (FGHab) - Criação - Comitê - Membro - Garantia - Cobertura - Agente financeiro - Instituição financeira - Banco - Pagamento - Prestação pecuniária - Mutuário - Desemprego - Saldo devedor - Falecimento - Invalidez permanente    UNIÃO - Ações - Permuta - Resgate - Cota - Integralização - Fundo Garantidor de Habitação Popular (FGHab)    SISTEMA FINANCEIRO DA HABITAÇÃO (SFH) - Amortização - Empréstimo - Financiamento - Saldo devedor    REGISTRO ELETRÔNICO - Registro público - Imóvel - Parcelamento - Solo urbano - Incorporação imobiliária - Custas - Emolumentos - INTERNET - Matrícula    REGULARIZAÇÃO FUNDIÁRIA - Interesse social - Assentamento populacional - Zona urbana - Zona rural - Infra estrutura - Sistema viário - União Federal - Distrito Federal - Municípios    LEI DO PROGRAMA MINHA CASA, MINHA VIDA"
PL,12004,2009,PL 12004/2009,Lei Ordinária,Lei da Presunção de Paternidade ,AÇÃO DE INVESTIGAÇÃO DE PATERNIDADE - Ausência - Casamento - Reconhecimento - Filho    EXAME LABORATORIAL - Código genético - Ácido desoxirribonucleico (DNA) - Material genético - Réu - Recusa - Presunção - Paternidade - Apreciação - Prova    LEGITIMAÇÃO      LEI DA PRESUNÇÃO DE PATERNIDADE    
PL,12009,2009,PL 12009/2009,Lei Ordinária,Lei do Mototáxi e Motoboy ,MOTOTAXISTA    MOTOBOY    ATIVIDADE PROFISSIONAL - Transporte - Passageiro - Mercadoria - Entrega - Prestação de serviços à comunidade - Regulamentação    EXERCÍCIO PROFISSIONAL    MOTOCICLETA - Frete - Carga - Condutor - Equipamento - Segurança - Equipamento de proteção individual - Instalação - Infração    TRANSPORTE DE PASSAGEIROS    TRANSPORTE DE CARGA    LEI DO MOTOTÁXI E MOTOBOY    CÓDIGO DE TRÂNSITO BRASILEIRO - Alteração
PL,12010,2009,PL 12010/2009,Lei Ordinária,Lei Nacional de Adoção; Lei de Adoção; Lei de Convivência Familiar e Comunitária,ADOÇÃO - Tutela    ADOÇÃO - Maioridade - Autorização - Dezoito anos    GESTANTE - Assistência - Poder Público    ADOÇÃO - Irmão - Família substituta - Índio    ADOÇÃO INTERNACIONAL    PÁTRIO PODER - Substituição    PODER FAMILIAR    ESTATUTO DA CRIANÇA E DO ADOLESCENTE (ECA) - Menor de idade - Direitos - Proteção - Atendimento - Alteração    CÓDIGO CIVIL (2002) - Alteração    CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) - Alteração      LEI NACIONAL DE ADOÇÃO
PL,12016,2009,PL 12016/2009,Lei Ordinária,Lei do Mandado de Segurança (2009),MANDADO DE SEGURANÇA INDIVIDUAL    MANDADO DE SEGURANÇA COLETIVO - Partido político - Representação - Congresso Nacional - Organização sindical - Entidade de classe - Associação de classe profissional    MEDIDA LIMINAR - Caducidade - Perempção    LEI DO MANDADO DE SEGURANÇA (2009)
PL,12017,2009,PL 12017/2009,Lei Ordinária,Lei de Diretrizes Orçamentárias (2010); LDO,"ORÇAMENTO, 2010 - União - Elaboração - Execução - Diretrizes - Prioridade - Alteração    LEI DE DIRETRIZES ORÇAMENTÁRIAS (LDO) - Exercício financeiro - 2010    ORÇAMENTO, 2010 - União - Despesa orçamentária - Receita    ADMINISTRAÇÃO PÚBLICA - Administração Federal - Prioridade - Programa de Aceleração do Crescimento (PAC) - Superavit financeiro    ORÇAMENTO FISCAL - Diretrizes - Empréstimo - Financiamento - Refinanciamento - Limitação    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    PROJETO DE LEI - Crédito suplementar - Crédito especial    UNIÃO - Despesa - Pessoal - Encargo social    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI ORÇAMENTÁRIA, 2010    RECURSOS FINANCEIROS - Transferência - Estado (ente federado) - Distrito Federal (Brasil) - Município     RECURSOS FINANCEIROS - Transferência - Destinação - Subvenção social - Instituição particular - Instituição beneficente - Registro - Conselho Nacional de Assistência Social (CNAS) - Organização da Sociedade Civil de Interesse Público (OSCIP)    RECURSOS FINANCEIROS - Transferência voluntária    AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    LEGISLAÇÃO TRIBUTÁRIA - Alteração    PRECATÓRIO - Pagamento - Dotação orçamentária - Sentença judicial - Decisão judicial - Trânsito em julgado     PODER LEGISLATIVO - Tribunal de Contas da União (TCU) - Fiscalização - Obra pública - Serviços - Irregularidade    DÍVIDA PÚBLICA FEDERAL     CRÉDITO ADICIONAL - Internet - Poder Executivo - Divulgação     LEI DE DIRETRIZES ORÇAMENTÁRIAS (2010)    "
PL,12034,2009,PL 12034/2009,Lei Ordinária,Minirreforma Eleitoral (2009),LEI ELEITORAL - Alteração    CÓDIGO ELEITORAL - Alteração    LEI ORGÂNICA DOS PARTIDOS POLÍTICOS - Alteração    PARTIDO POLÍTICO - Responsabilidade civil - Encargo social - Informação - Acesso - Filiado - Cadastro - Despesa - Pagamento - Cobrança judicial - Registro civil - Estatuto - Tribunal Superior Eleitoral (TSE) - Cancelamento    FUNDO PARTIDÁRIO - Prestação de contas - Partido Político - Repasse - Cota - Desaprovação - Punição - Sanção - Recurso judicial - Tribunal Superior Eleitoral (TSE) - Tribunal Regional Eleitoral (TRE)    CAMPANHA ELEITORAL - Doação - Recursos financeiros - Pessoa física - Dinheiro - Cartão de crédito - Emissão - Recibo - INTERNET - Formulário    CANDIDATO - Doação - Recebimento - Dinheiro - Entidade desportiva - Clube esportivo - Proibição    FUNDO PARTIDÁRIO - Recursos financeiros - Aplicação - Sede - Partido Político - Serviços - Pessoal - Pagamento - Manutenção - Percentual - Fixação - Programa - Promoção - Participação - Mulher - Sexo feminino - Vaga - Registro - Candidatura  - Eleições - Proporcionalidade - Correlação    PROPAGANDA ELEITORAL GRATUITA - Mulher - Tempo - Rádio - Televisão - Horário gratuito - Infração - Cassação - Tempo - Transmissão em bloco - Inserção - Prazo - Representação - Recurso judicial    PROPAGANDA ELEITORAL GRATUITA - Televisão - Língua Brasileira de Sinais (LIBRAS)    PROPAGANDA ELEITORAL GRATUITA - Rádio - Televisão - Debate - Internet - Sítio (internet) - Mensagem eletrônica - Direito de resposta    PROPAGANDA PARTIDÁRIA    PROPAGANDA POLÍTICA    ELEIÇÕES - Presidente da República - Vice-Presidente da República - Governador - Vice-Governador - Estado (ente federado) - Distrito Federal (Brasil) - Prefeito - Vice-Prefeito - Município - Senador - Deputado Federal - Deputado Estadual - Deputado Distrital - Território Nacional - Legislação eleitoral - Realização    COLIGAÇÃO PARTIDÁRIA - Denominação    PARTIDO POLÍTICO - Percentagem - Coligação partidária - Reserva - Participação - Candidato - Substituto - Eleições - Registro - Justiça eleitoral - Prazo - Recurso judicial    PROPAGANDA ELEITORAL - Divulgação - Bens particulares - Faixa - Placa - Cartaz - Bens de uso comum - Cinema - Clube - Loja - Templo - Igreja - Ginásio - Infração - Penalidade - Multa - Poder de polícia    CAMPANHA ELEITORAL - Material impresso - Material gráfico - Cadastro Nacional de Pessoa Jurídica (CNPJ) - Cadastro de Pessoas Físicas (CPF) - Prestação de contas - Carro de som - Utilização - Trio elétrico - Utilização - Áudio - Comício - Proibição    ELEIÇÃO - Vestuário - Padronização - Propaganda - Proibição    CANDIDATO - Obra pública - Inauguração - Participação - Comparecimento - Registro - Sub judice - Campanha eleitoral - Horário eleitoral gratuito - Rádio - Televisão - Nome - Urna eletrônica - Voto - Validade    VOTO - Impressão - Dispositivo - Eleitor - Garantia    VOTO IMPRESSO - Eleições - 2014 - Criação    ELEITOR EM TRÂNSITO - Direito de voto - Eleição - Presidente da República - Vice-Presidente da República - Garantia     MINIRREFORMA ELEITORAL (2009)    
PL,12035,2009,PL 12035/2009,Lei Ordinária,Lei do Ato Olímpico,"JOGOS OLÍMPICOS - Candidatura - Garantia - Realização - Sede - Rio de Janeiro, RJ - 2016    JOGOS PARAOLÍMPICOS    ATO OLÍMPICO - Administração Pública Federal - Ato oficial - Criação    BANDEIRA    MARCA    EMBLEMA    LEI DO ATO OLÍMPICO"
PL,1207,1950,PL 1207/1950,Lei Ordinária,Lei João Mangabeira,DIREITO DE REUNIÃO    LEI JOÃO MANGABEIRA
PL,12214,2010,PL 12214/2010,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2010","ORÇAMENTO, 2010 - União Federal - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão - Contratação    OBRA PÚBLICA - Serviços públicos - Irregularidade    LEI ORÇAMENTÁRIA ANUAL (LOA), 2010"
PL,12244,2010,PL 12244/2010,Lei Ordinária,Lei das Bibliotecas; Lei da Biblioteca Escolar,BIBLIOTECA ESCOLAR - Criação - Universalização - Obrigatoriedade    INSTITUIÇÃO DE ENSINO - Acervo documental - Livro - Material audiovisual - Pesquisa - Consulta - Estudo    ESCOLA PÚBLICA     ESCOLA PRIVADA    LEI DAS BIBLIOTECAS    
PL,12288,2010,PL 12288/2010,Lei Ordinária,Estatuto da Igualdade Racial,ESTATUTO DA IGUALDADE RACIAL - Direitos fundamentais - Saúde - Educação - Cultura - Esporte - Lazer - Liberdade de crença - Habitação - Trabalho - Meios de comunicação - Criação    DISCRIMINAÇÃO RACIAL - Combate - População - Raça - Negros - Igualdade racial - Crime - Pena      ACESSO - Terra - Habitação - Trabalho - Midia    SISTEMA NACIONAL DE PROMOÇÃO DA IGUALDADE RACIAL (SINAPIR) - Criação - Competência     INTERNET - Sítio (internet) - Mensagem eletrônica - Interdição
PL,12299,2010,PL 12299/2010,Lei Ordinária,Estatuto do Torcedor (2010),ESTATUTO DO TORCEDOR (2010)    TORCEDOR - Tumulto - Incitação à violência - Prevenção - Penalidade - Pena - Sanção    COMPETIÇÃO ESPORTIVA - Regulamento - Fraude - Publicidade - Transparência administrativa - INTERNET    TORCEDOR - Acesso - Segurança - Direitos - Deveres - Ingresso - Venda - Entidade desportiva    TORCIDA ORGANIZADA - Definição - Cadastro - Responsabilidade civil - Juizado - Crime    ESTÁDIO DE FUTEBOL - Ginásio de esporte - Ingresso - Venda - Número máximo - Público    POPULAÇÃO - Acesso - Imagem - Monitoramento - Controle - Fiscalização    
PL,123,2006,PL 123/2006,Lei Complementar,Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte; Estatuto da Micro e Pequena Empresa; Lei do Simples Nacional; Lei do Supersimples ,MICROEMPRESA - Estatuto - Criação    PEQUENA EMPRESA - Inscrição - Baixa    TRIBUTO - Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte (SIMPLES NACIONAL) - Criação - Alíquota - Base de cálculo - Exclusão - Crédito - Obrigação fiscal - Ingresso - Parcelamento - Débito - Dívida - Instituto Nacional do Seguro Social (INSS) - Fazenda pública    IMPOSTO - Tributo - Contribuição - Unificação - Arrecadação - Repasse - Produto - Crédito - Fiscalização - Cobrança - Regime especial - Recolhimento - Obrigação fiscal    MICROEMPRESA - Comitê Gestor - Tributação - Criação    MICROEMPRESA - Juizado especial - Demanda - Órgão público - Instituição particular - Parceria    CONSÓRCIO DE EMPRESAS      INOVAÇÃO TECNOLÓGICA    OBRIGAÇÃO TRABALHISTA    VÍNCULO EMPREGATÍCIO - Simplificação - Segurança - Medicina do trabalho    ASSOCIATIVISMO    MICROEMPRESÁRIO    NOME EMPRESARIAL    PROTESTO DE TÍTULO    SEGURIDADE SOCIAL - Segurado facultativo - Contribuinte individual - Contribuição previdenciária - Alíquota - Salário-de-contribuição - Aposentadoria por tempo de contribuição    REGIME GERAL DE PREVIDÊNCIA SOCIAL (RGPS)    TEMPO DE CONTRIBUIÇÃO - Contagem    DURAÇÃO DO TRABALHO - Fixação - Convenção coletiva de trabalho - Acordo - Transporte - Fornecimento - Empregador - Local - Acesso - Tempo - Gasto - Empregado - Remuneração    AGENTE DE DESENVOLVIMENTO    ESTATUTO NACIONAL DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE    LEI ORGÂNICA DA SEGURIDADE SOCIAL - Alteração    LEI DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL - Alteração    ESTATUTO DA MICROEMPRESA - Revogação    LEI DO SIMPLES - Revogação    CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) - Alteração    LEI DO ISS - Aplicação    
PL,12303,2010,PL 12303/2010,Lei Ordinária,Lei do Teste da Orelhinha,RECÉM-NASCIDO - Hospital - Maternidade - Exame médico - Teste da Orelhinha - Audição - Realização - Gratuidade - Obrigatoriedade    ACUIDADE AUDITIVA - Criança    LEI DO TESTE DA ORELHINHA
PL,12305,2010,PL 12305/2010,Lei Ordinária,Lei de resíduos sólidos,POLÍTICA NACIONAL DE RESÍDUOS SÓLIDOS - Criação - Aplicação - Definição - Gerenciamento - Diretrizes - Responsabilidade - Proibição    RESÍDUO SÓLIDO - Geração - Redução - Reutilização - Reciclagem - Tratamento - Logística reversa    RESÍDUO PERIGOSO - Coleta seletiva - Destinação - Comerciante - Serviços públicos - Limpeza pública - Meio ambiente - Importação - Proibição - Dano - Meio ambiente - Saúde pública - Animal - Sanidade vegetal    RESÍDUO SÓLIDO - Rejeito - Destinação - Disposição final - Proibição - Praia - Mar - Rio - Lançamento - Queima - Recolhimento    RESÍDUO SÓLIDO - Manejo ecológico - Recolhimento - Obrigatoriedade - Produto industrializado - Fabricante - Indústria - Importador - Distribuidor - Comerciante - Embalagem - Agrotóxico - Pilha - Bateria - Pneu - Óleo combustível - Lâmpada fluorescente - Equipamento eletrônico - Aparelho eletrônico - Material eletrônico - Componente - Consumo     EMBALAGEM - Fabricação - Reutilização - Reciclagem    PLANO NACIONAL DE RESÍDUOS SÓLIDOS (PNRS)    LEI DE RESÍDUOS SÓLIDOS
PL,12309,2010,PL 12309/2010,Lei Ordinária,Lei de Diretrizes Orçamentárias (2011); LDO,"ORÇAMENTO, 2011 - União - Elaboração - Execução - Diretrizes - Alteração    ORÇAMENTO, 2011 - União - Prioridade - Lei de Diretrizes Orçamentárias (LDO) - Exercício financeiro - 2011    ORÇAMENTO, 2011 - União - Despesa orçamentária - Receita    ADMINISTRAÇÃO PÚBLICA - Administração Federal - Prioridade - Programa de Aceleração do Crescimento (PAC) - Superávit    ORÇAMENTO FISCAL - Diretrizes - Empréstimo - Financiamento - Refinanciamento - Limitação    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    PROJETO DE LEI - Crédito suplementar - Crédito especial    UNIÃO - Despesa - Pessoal - Encargo social    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI ORÇAMENTÁRIA, 2011    RECURSOS FINANCEIROS - Transferência - Estado (ente federado) - Distrito Federal (Brasil) - Município     RECURSOS FINANCEIROS - Transferência - Destinação - Subvenção social - Instituição particular - Instituição beneficente - Registro - Conselho Nacional de Assistência Social (CNAS) - Organização da Sociedade Civil de Interesse Público (OSCIP)    RECURSOS FINANCEIROS - Transferência voluntária    AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    LEGISLAÇÃO TRIBUTÁRIA - Alteração    PRECATÓRIO - Pagamento - Dotação orçamentária - Sentença judicial - Decisão judicial - Trânsito em julgado     PODER LEGISLATIVO - Tribunal de Contas da União (TCU) - Fiscalização - Obra pública - Serviços - Irregularidade    DÍVIDA PÚBLICA FEDERAL     CRÉDITO ADICIONAL - Internet - Poder Executivo - Divulgação     RECURSOS FINANCEIROS - Transferência - Destinação - Realização - Evento - Instituição privada - Ministério do Turismo - Proibição    LEI DE DIRETRIZES ORÇAMENTÁRIAS (2011)"
PL,12318,2010,PL 12318/2010,Lei Ordinária,Lei da Alienação Parental,ALIENAÇÃO PARENTAL    FORMAÇÃO PSICOLÓGICA - Criança - Adolescente  - Interferência    VÍNCULO FAMILIAR - Prejuízo - Genitor - Genitora - Mãe - Pai - Conduta - Desqualificação    EXERCÍCIO - Paternidade - Maternidade - Autoridade - Família - Convivência - Contato físico - Dificuldade - Informação - Omissão - Denúncia - Falsidade    LEI DA ALIENAÇÃO PARENTAL
